Customer_ID,Age,Annual_Income,Credit_Score,Account_Type,Account_Balance,Bank_Branch,Signup_Date,Is_Active
381,50,72921.71,715.0,Savings,15747.42,Surabaya,2023-01-19,No
382,22,43077.55,632.0,Business,5614.53,Medan,2015-10-08,No
383,59,75347.05,722.0,Checking,35855.72,Makassar,2019-02-19,Yes
384,65,76454.96,725.0,Business,20826.03,Surabaya,2021-10-13,No
385,43,70208.9,708.0,Savings,18805.28,Bandung,2017-05-14,No
386,69,87951.41,758.0,Checking,26314.97,Medan,2015-11-03,Yes
387,51,72479.99,714.0,Checking,36071.68,Bandung,2022-09-11,Yes
388,66,87064.92,755.0,Savings,54187.49,Jakarta,2021-04-19,Yes
389,41,48588.44,647.0,Checking,26988.55,Bandung,2024-11-16,Yes
390,42,62716.86,687.0,Checking,33648.69,Bandung,2018-06-10,Yes
391,21,48978.57,648.0,Business,19132.73,Medan,2015-08-14,No
392,46,52283.28,657.0,Savings,26992.98,Jakarta,2022-05-04,Yes
393,61,85328.03,750.0,Savings,36832.48,Bandung,2020-03-19,Yes
394,21,48732.23,647.0,Savings,11196.25,Makassar,2017-02-17,No
395,45,70254.97,708.0,Savings,15818.12,Surabaya,2022-10-24,No
396,36,58886.91,676.0,Savings,16360.86,Bandung,2017-01-13,No
397,59,76270.87,725.0,Checking,49307.71,Jakarta,2017-08-09,Yes
398,52,60858.37,681.0,Business,26074.7,Bandung,2015-12-04,Yes
399,28,54800.6,664.0,Savings,29611.13,Surabaya,2018-12-28,Yes
400,62,75018.19,721.0,Business,23100.75,Jakarta,2019-03-10,No
401,67,92490.81,770.0,Business,31875.06,Medan,2020-02-22,Yes
402,58,79956.98,735.0,Checking,14019.61,Jakarta,2022-01-31,No
403,48,58773.21,676.0,Savings,11917.85,Medan,2024-01-21,No
404,61,92924.47,772.0,Checking,55421.45,Jakarta,2016-05-17,Yes
405,45,67303.53,700.0,Savings,30347.38,Surabaya,2015-07-18,Yes
406,54,83071.68,744.0,Checking,25130.8,Surabaya,2015-03-09,Yes
407,69,83657.17,746.0,Business,48664.27,Jakarta,2016-06-08,Yes
408,44,70694.08,709.0,Savings,17525.91,Bandung,2021-07-29,No
409,43,62126.07,685.0,Business,42594.85,Surabaya,2022-04-09,Yes
410,32,59668.22,678.0,Business,18311.61,Medan,2022-11-10,No
411,26,41966.91,628.0,Checking,12690.23,Medan,2017-06-08,No
412,55,,,Savings,18474.72,Makassar,2018-01-21,No
413,64,70329.79,708.0,Business,12185.82,Medan,2019-10-30,No
414,39,52610.9,658.0,Checking,8769.3,Makassar,2015-08-19,No
415,20,52872.07,659.0,Savings,25847.2,Jakarta,2021-02-08,Yes
416,27,54041.65,662.0,Savings,33779.86,Jakarta,2024-10-30,Yes
417,65,83895.15,746.0,Business,48182.02,Jakarta,2018-08-09,Yes
418,35,59534.29,678.0,Savings,10993.87,Bandung,2022-07-10,No
419,33,59238.66,677.0,Business,25315.6,Bandung,2019-12-31,Yes
420,31,61865.92,684.0,Savings,10106.1,Makassar,2016-04-11,No
421,42,67746.73,701.0,Checking,8615.81,Medan,2020-10-26,No
422,34,57268.91,671.0,Business,28281.19,Medan,2017-12-30,Yes
423,47,62329.61,686.0,Business,26246.46,Jakarta,2015-05-06,Yes
424,53,66482.45,697.0,Savings,9920.13,Surabaya,2021-05-06,No
425,21,39110.44,620.0,Savings,4730.94,Bandung,2023-08-02,No
426,51,72851.72,715.0,Business,50548.45,Bandung,2018-06-12,Yes
427,42,72679.31,715.0,Savings,8577.09,Jakarta,2018-11-25,No
428,41,59229.53,677.0,Checking,21720.47,Bandung,2023-11-27,No
429,44,64034.19,690.0,Savings,25791.14,Jakarta,2023-02-17,Yes
430,41,65803.06,695.0,Checking,11210.74,Makassar,2022-02-22,No
431,41,54393.49,663.0,Checking,10956.87,Medan,2017-06-27,No
432,68,85775.5,752.0,Checking,26683.3,Surabaya,2024-02-05,Yes
433,61,99058.89,789.0,Checking,55176.35,Medan,2016-07-17,Yes
434,25,39266.65,621.0,Checking,15873.52,Medan,2021-04-06,No
435,34,46224.85,640.0,Savings,22314.64,Makassar,2015-04-16,No
436,62,75409.7,722.0,Checking,52116.0,Bandung,2021-06-07,Yes
437,56,90261.39,764.0,Savings,50618.88,Surabaya,2017-10-08,Yes
438,52,58940.95,676.0,Checking,21255.1,Bandung,2019-06-30,No
439,27,49123.94,649.0,Business,18070.99,Medan,2018-06-14,No
440,63,,,Checking,34081.52,Jakarta,2016-09-22,Yes
441,63,83869.45,746.0,Business,41869.23,Medan,2021-03-20,Yes
442,24,56456.39,669.0,Checking,22606.64,Bandung,2023-10-25,No
443,58,82848.71,743.0,Checking,40340.42,Medan,2024-08-01,Yes
444,23,34738.43,608.0,Checking,3964.33,Jakarta,2016-12-03,No
445,25,50751.2,653.0,Business,18157.45,Makassar,2022-03-03,No
446,64,60071.96,679.0,Business,16061.01,Bandung,2021-08-21,No
447,51,58304.06,674.0,Checking,10349.24,Medan,2018-06-07,No
448,49,60944.72,682.0,Savings,9734.57,Bandung,2015-03-11,No
449,66,68701.02,704.0,Checking,31734.05,Makassar,2021-11-22,Yes
450,54,81023.58,738.0,Business,33556.75,Medan,2024-06-13,Yes
451,59,84408.71,748.0,Checking,21283.7,Medan,2021-04-26,No
452,35,48473.19,647.0,Business,18544.39,Bandung,2019-05-08,No
453,32,57974.33,673.0,Business,22919.53,Bandung,2020-03-31,No
454,69,65683.44,695.0,Business,14253.66,Jakarta,2016-12-29,No
455,61,88247.28,758.0,Checking,43351.99,Makassar,2022-07-02,Yes
456,49,84066.18,747.0,Business,47795.96,Jakarta,2022-06-17,Yes
457,38,56745.59,670.0,Business,32621.8,Medan,2016-06-15,Yes
458,36,59655.89,678.0,Checking,27530.11,Bandung,2023-10-10,Yes
459,38,53096.27,660.0,Business,21609.29,Medan,2017-09-09,No
460,47,55841.26,667.0,Checking,7628.16,Medan,2024-10-25,No
461,45,61995.99,685.0,Business,16906.23,Surabaya,2018-10-29,No
462,56,75609.19,723.0,Savings,11792.23,Surabaya,2016-10-11,No
463,45,65839.56,695.0,Savings,44658.57,Medan,2018-07-07,Yes
464,42,51210.55,654.0,Business,9271.57,Bandung,2019-05-26,No
465,28,52812.47,659.0,Savings,10090.63,Medan,2015-09-10,No
466,31,47999.37,645.0,Checking,30419.41,Surabaya,2020-10-11,Yes
467,20,48729.75,647.0,Savings,32471.41,Bandung,2020-12-21,Yes
468,20,41899.85,628.0,Business,23442.86,Medan,2022-05-21,Yes
469,66,79114.18,733.0,Business,8167.98,Makassar,2015-04-17,No
470,53,64664.99,692.0,Checking,6518.73,Makassar,2020-05-29,No
471,51,62928.25,687.0,,20568.76,Medan,2015-07-13,No
472,67,91169.01,767.0,Checking,16960.83,Bandung,2022-01-03,No
473,44,58786.16,676.0,Savings,6527.13,Medan,2015-07-23,No
474,59,88998.74,761.0,Savings,33680.68,Medan,2024-02-10,Yes
475,64,87529.69,756.0,Checking,58280.52,Surabaya,2022-01-06,Yes
476,20,48273.62,646.0,Checking,14206.53,Makassar,2020-01-26,No
477,35,41569.04,627.0,Business,20646.7,Surabaya,2019-05-31,No
478,58,69362.7,705.0,Savings,34080.75,Surabaya,2016-04-21,Yes
479,24,59433.63,677.0,Checking,14896.93,Medan,2017-11-28,No
480,41,61786.88,684.0,Savings,30291.33,Surabaya,2023-09-07,Yes
481,48,61813.36,684.0,Checking,14056.38,Makassar,2024-01-15,No
482,22,56512.24,669.0,Savings,9788.17,Surabaya,2015-01-03,No
483,31,51036.51,654.0,Business,26581.34,Makassar,2020-12-08,Yes
484,45,73359.37,717.0,Savings,12329.11,Surabaya,2022-03-10,No
485,35,56533.23,669.0,Savings,39468.42,Makassar,2021-03-08,Yes
486,56,83714.12,746.0,Savings,17585.95,Surabaya,2015-10-26,No
487,41,55194.63,666.0,Savings,25195.53,Surabaya,2017-03-05,Yes
488,48,62874.76,687.0,Savings,21806.52,Bandung,2017-07-02,No
489,33,53211.54,660.0,Business,9356.28,Makassar,2023-04-24,No
490,47,57864.41,673.0,Checking,6753.14,Makassar,2019-08-18,No
491,24,57189.7,671.0,Savings,27087.3,Makassar,2019-11-12,Yes
492,66,88834.34,760.0,Business,51884.1,Jakarta,2024-05-05,Yes
493,68,65507.34,695.0,Savings,39645.66,Surabaya,2021-05-14,Yes
494,49,80186.78,736.0,Savings,31243.02,Makassar,2023-12-25,Yes
495,65,59638.58,678.0,Checking,33783.66,Jakarta,2019-07-25,Yes
496,24,47643.07,644.0,Savings,23998.21,Bandung,2016-06-29,Yes
497,31,68904.1,704.0,Business,36832.88,Makassar,2024-04-17,Yes
498,35,60016.78,679.0,Business,23740.2,Makassar,2019-08-02,Yes
499,45,73622.17,717.0,Checking,35342.1,Jakarta,2016-10-24,Yes
500,45,,,Savings,39937.34,Surabaya,2018-01-08,Yes
501,67,83860.58,746.0,Business,28406.14,Bandung,2015-07-05,Yes
502,40,43379.68,632.0,Savings,25315.83,Makassar,2019-09-06,Yes
503,58,61943.45,685.0,Savings,28197.28,Surabaya,2023-07-11,Yes
504,55,80492.36,737.0,Savings,16061.49,Bandung,2024-04-30,No
505,52,58412.34,675.0,Checking,6706.35,Medan,2024-04-26,No
506,49,72386.1,714.0,Savings,22993.6,Medan,2016-04-02,No
507,56,71128.96,710.0,Business,30444.46,Bandung,2018-10-26,Yes
508,42,52869.74,659.0,Savings,31927.62,Jakarta,2015-04-14,Yes
509,29,50174.86,651.0,Business,8855.43,Bandung,2023-07-19,No
510,24,51887.42,656.0,Savings,30101.13,Bandung,2018-08-02,Yes
511,55,63504.73,689.0,Business,39233.56,Jakarta,2021-04-22,Yes
512,53,81027.19,738.0,Business,15428.59,Jakarta,2022-02-22,No
513,50,70538.41,709.0,Savings,43095.91,Surabaya,2019-04-18,Yes
514,29,,,Savings,36169.98,Surabaya,2018-01-23,Yes
515,38,64445.62,692.0,Business,34549.51,Jakarta,2024-08-13,Yes
516,51,84833.32,749.0,Checking,48428.1,Medan,2024-08-21,Yes
517,20,57029.55,671.0,Savings,39729.59,Medan,2017-11-22,Yes
518,24,53538.1,661.0,Checking,24803.6,Bandung,2019-10-17,Yes
519,64,81601.75,740.0,Savings,23234.61,Makassar,2024-09-20,No
520,23,52558.56,658.0,Savings,31667.5,Bandung,2015-01-18,Yes
521,35,59940.86,679.0,Savings,28093.77,Bandung,2019-02-15,Yes
522,43,,,Savings,25170.66,Makassar,2016-01-02,Yes
523,35,60750.53,681.0,Checking,15320.15,Jakarta,2020-02-02,No
524,21,57023.99,671.0,Savings,31579.92,Medan,2015-04-01,Yes
525,68,82688.07,743.0,Business,12320.55,Bandung,2019-01-25,No
526,47,76341.96,725.0,Business,49971.33,Makassar,2017-03-16,Yes
527,51,52887.49,659.0,Checking,15627.94,Surabaya,2020-04-30,No
528,46,,,Savings,11459.35,Bandung,2024-12-14,No
529,39,69593.89,706.0,Business,25430.99,Medan,2022-12-31,Yes
530,43,70365.21,708.0,Checking,8829.56,Jakarta,2023-06-14,No
531,31,51298.28,655.0,Savings,26201.92,Bandung,2021-05-07,Yes
532,69,81372.56,739.0,Business,52210.53,Bandung,2015-06-01,Yes
533,54,81461.2,739.0,Business,49068.79,Makassar,2017-01-24,Yes
534,52,57487.89,672.0,Checking,10142.11,Surabaya,2024-03-30,No
535,52,60992.2,682.0,Savings,10720.15,Surabaya,2018-08-29,No
536,62,69398.99,705.0,Savings,40810.82,Jakarta,2016-01-14,Yes
537,56,65834.87,695.0,Business,43092.38,Medan,2022-01-07,Yes
538,31,55907.34,668.0,Business,21043.63,Jakarta,2017-12-29,No
539,22,41098.52,626.0,Business,16414.04,Bandung,2017-09-08,No
540,20,43127.8,632.0,Savings,12548.34,Bandung,2024-12-21,No
541,52,67136.63,699.0,Checking,42736.43,Surabaya,2023-07-30,Yes
542,59,56278.99,669.0,Checking,27404.59,Medan,2019-01-28,Yes
543,29,66270.59,697.0,Savings,18088.62,Makassar,2024-10-17,No
544,62,99444.96,790.0,Checking,27771.97,Medan,2021-06-30,Yes
545,63,74227.74,719.0,Business,47113.83,Bandung,2022-06-01,Yes
546,48,57625.76,672.0,Checking,6233.98,Makassar,2015-04-26,No
547,32,51448.56,655.0,Checking,15107.15,Medan,2016-03-19,No
548,31,58490.19,675.0,Checking,25303.68,Medan,2021-04-29,Yes
549,50,67796.23,701.0,Business,12808.77,Makassar,2023-12-26,No
550,65,,,Savings,11954.15,Bandung,2021-03-26,No
551,21,46070.09,640.0,Business,27142.92,Medan,2016-05-04,Yes
552,69,83444.73,745.0,Savings,53124.47,Makassar,2016-02-27,Yes
553,54,60820.75,681.0,Savings,87004.79628458768,Bandung,2023-06-09,Yes
554,42,71450.88,711.0,Savings,45676.6,Makassar,2016-05-23,Yes
555,36,60702.46,681.0,Checking,26215.4,Makassar,2020-03-13,Yes
556,45,56850.29,670.0,Checking,33391.29,Medan,2015-05-16,Yes
557,27,52545.07,658.0,Savings,17362.24,Bandung,2015-10-22,No
558,48,80444.6,737.0,Savings,40203.05,Medan,2021-09-20,Yes
559,45,59803.02,679.0,Checking,41461.51,Jakarta,2021-11-20,Yes
560,29,41169.18,626.0,Business,9692.73,Jakarta,2018-05-31,No
561,45,61612.64,684.0,Savings,20574.92,Bandung,2017-02-25,No
562,53,74292.98,719.0,Business,28827.79,Makassar,2023-02-18,Yes
563,60,95146.43,778.0,Checking,17393.65,Medan,2017-03-03,No
564,26,42894.68,631.0,Savings,6375.14,Medan,2020-06-01,No
565,23,46472.91,641.0,Business,27783.07,Bandung,2024-09-03,Yes
566,69,58988.79,676.0,Business,40470.83,Bandung,2016-06-23,Yes
567,64,53917.75,662.0,Business,18484.89,Jakarta,2024-05-27,No
568,30,60631.43,681.0,Checking,9251.74,Surabaya,2016-10-29,No
569,48,68635.88,703.0,Checking,9573.82,Bandung,2020-09-02,No
570,55,64999.3,693.0,Business,41260.96,Surabaya,2018-10-08,Yes
571,44,56523.22,669.0,Business,21382.09,Bandung,2024-08-22,No
572,40,64076.67,691.0,Checking,18711.44,Makassar,2017-09-25,No
573,55,59216.27,677.0,Business,22850.18,Makassar,2018-12-29,No
574,29,64034.41,690.0,Business,18632.89,Jakarta,2024-10-27,No
575,56,61598.63,684.0,Checking,24234.22,Jakarta,2020-05-12,Yes
576,28,54497.64,664.0,Business,33556.04,Surabaya,2020-01-09,Yes
577,43,61709.11,684.0,Business,28101.15,Bandung,2017-07-29,Yes
578,54,85236.19,750.0,Business,44049.41,Medan,2022-01-03,Yes
579,68,65993.37,696.0,Checking,21038.85,Jakarta,2015-02-22,No
580,54,76072.49,724.0,Business,41315.24,Medan,2015-06-30,Yes
581,67,76756.54,726.0,Checking,38375.99,Medan,2020-12-27,Yes
582,55,82974.76,744.0,Checking,14249.85,Bandung,2018-06-01,No
583,37,70281.04,708.0,Savings,31175.67,Surabaya,2024-07-11,Yes
584,68,90807.45,766.0,Savings,23069.28,Bandung,2024-01-10,No
585,58,,,Business,40193.98,Jakarta,2022-02-18,Yes
586,51,76193.38,725.0,Checking,27091.52,Medan,2023-03-06,Yes
587,43,63604.59,689.0,Savings,44320.34,Bandung,2021-09-01,Yes
588,42,59289.79,677.0,Business,9219.58,Bandung,2016-04-03,No
589,51,82898.28,743.0,Savings,47103.52,Bandung,2022-08-26,Yes
590,56,53178.78,660.0,Savings,26813.86,Jakarta,2017-02-06,Yes
591,31,57253.63,671.0,Checking,32090.62,Surabaya,2018-03-26,Yes
592,68,69580.75,706.0,Checking,19796.97,Bandung,2023-03-10,No
593,32,49037.05,648.0,Savings,19381.05,Jakarta,2020-05-12,No
594,42,47877.04,645.0,Savings,27668.38,Medan,2023-08-05,Yes
595,44,57227.03,671.0,Checking,13707.29,Makassar,2017-02-16,No
596,54,71119.29,710.0,Business,16757.12,Jakarta,2021-01-27,No
597,60,61556.67,683.0,Checking,26508.18,Makassar,2015-11-02,Yes
598,49,54504.84,664.0,Savings,22572.53,Bandung,2021-06-05,No
599,36,68209.98,702.0,Business,18372.87,Bandung,2022-08-15,No
600,68,89361.02,762.0,Savings,24917.91,Jakarta,2020-11-04,Yes
601,39,67146.05,699.0,Business,17908.33,Makassar,2017-08-29,No
602,67,,,Savings,53849.56,Bandung,2015-04-25,Yes
603,44,68392.2,703.0,Business,33590.18,Medan,2016-03-11,Yes
604,41,51342.26,655.0,Business,30777.13,Surabaya,2021-03-21,Yes
605,32,53288.83,660.0,Savings,36517.97,Surabaya,2024-05-03,Yes
606,38,66498.54,697.0,Business,25568.59,Bandung,2017-01-23,Yes
607,68,77727.3,729.0,Checking,10883.09,Makassar,2022-05-06,No
608,55,85480.54,751.0,Savings,11014.63,Bandung,2023-08-29,No
609,31,40929.59,625.0,Checking,11353.83,Makassar,2020-03-16,No
610,60,66984.08,699.0,Savings,44177.79,Medan,2021-09-08,Yes
611,38,51366.13,655.0,Business,21261.87,Makassar,2023-02-22,No
612,31,59952.44,679.0,Business,15771.8,Bandung,2017-08-09,No
613,28,50406.03,652.0,Business,17112.85,Medan,2017-12-19,No
614,26,53101.79,660.0,Savings,24382.06,Jakarta,2015-01-03,Yes
615,47,50621.39,653.0,Checking,24894.07,Surabaya,2024-08-16,Yes
616,33,46532.01,641.0,Checking,8950.51,Bandung,2024-03-03,No
617,50,82839.56,743.0,Savings,56846.08,Bandung,2022-08-22,Yes
618,38,65424.39,694.0,Savings,27927.27,Bandung,2015-10-16,Yes
619,66,66169.13,696.0,Checking,12003.94,Medan,2019-06-22,No
620,35,66075.37,696.0,Checking,42035.91,Jakarta,2016-01-07,Yes
621,24,48856.28,648.0,Checking,7073.56,Makassar,2015-02-28,No
622,54,,,Checking,43807.17,Jakarta,2021-02-27,Yes
623,31,40405.15,624.0,Savings,28200.34,Medan,2024-08-08,Yes
624,44,63126.61,688.0,Savings,32842.19,Bandung,2024-01-09,Yes
625,40,56634.45,670.0,Business,31843.76,Surabaya,2021-12-18,Yes
626,55,69127.77,705.0,Checking,20902.97,Bandung,2015-12-19,No
627,42,,,Business,50417.54,Makassar,2017-09-27,Yes
628,35,62454.72,686.0,Savings,26095.36,Surabaya,2018-03-14,Yes
629,58,57385.16,672.0,Savings,30955.45,Bandung,2022-08-17,Yes
630,64,72231.55,713.0,Business,47273.0,Surabaya,2023-01-07,Yes
631,61,79679.08,734.0,Checking,54588.77,Jakarta,2018-11-06,Yes
632,58,65198.72,694.0,Checking,39114.19,Medan,2019-03-06,Yes
633,33,45367.6,638.0,Checking,12785.07,Bandung,2015-06-12,No
634,50,84897.26,749.0,Checking,57724.07,Makassar,2017-11-21,Yes
635,24,48796.21,648.0,Business,23269.53,Jakarta,2019-07-06,Yes
636,54,61758.4,684.0,Business,40660.84,Bandung,2016-03-02,Yes
637,42,,,Savings,27286.86,Jakarta,2019-07-13,Yes
638,48,53906.04,662.0,Checking,15327.83,Makassar,2023-07-12,No
639,62,73913.68,718.0,Checking,23801.29,Bandung,2020-10-22,Yes
640,30,64496.32,692.0,Checking,27751.67,Makassar,2015-10-16,Yes
641,37,55087.08,665.0,Business,31620.47,Surabaya,2016-11-30,Yes
642,66,87045.13,755.0,Checking,25311.81,Makassar,2019-09-29,Yes
643,31,59385.51,677.0,Business,26595.13,Surabaya,2018-08-12,Yes
644,28,44448.29,635.0,Checking,13662.29,Bandung,2018-08-02,No
645,29,55660.82,667.0,Checking,32809.92,Surabaya,2020-04-15,Yes
646,63,70800.23,709.0,Savings,26906.7,Bandung,2020-11-03,Yes
647,36,64579.84,692.0,Checking,9430.83,Bandung,2022-12-18,No
648,57,62570.38,686.0,Checking,12491.02,Medan,2018-05-29,No
649,26,53295.75,660.0,Savings,7283.55,Bandung,2023-01-18,No
650,65,75023.29,721.0,Business,29977.94,Surabaya,2018-05-20,Yes
651,32,57444.93,672.0,Business,9409.62,Medan,2015-07-22,No
652,59,68488.41,703.0,Checking,11539.2,Medan,2020-07-15,No
653,61,82263.45,742.0,Business,54674.67,Bandung,2020-11-15,Yes
654,28,44880.62,637.0,Checking,27987.24,Makassar,2024-05-04,Yes
655,69,90195.83,764.0,Savings,33485.38,Makassar,2022-04-04,Yes
656,46,77228.73,727.0,Savings,53402.37,Medan,2024-03-03,Yes
657,21,44230.75,635.0,Checking,4428.03,Bandung,2024-01-29,No
658,24,36855.93,614.0,Savings,87004.79628458768,Makassar,2021-01-15,No
659,48,72833.74,715.0,Savings,34221.43,Bandung,2020-04-10,Yes
660,56,78929.16,732.0,Checking,29556.27,Bandung,2020-07-27,Yes
661,57,,,Checking,27519.35,Medan,2024-10-10,Yes
662,38,65894.63,696.0,Savings,24593.85,Medan,2022-09-23,Yes
663,27,51545.12,655.0,Business,17988.02,Jakarta,2016-01-23,No
664,67,67976.29,701.0,Business,36591.33,Makassar,2022-10-12,Yes
665,64,80328.15,736.0,Checking,14556.53,Makassar,2016-09-14,No
666,20,52724.63,659.0,Checking,11524.74,Makassar,2019-06-21,No
667,41,66429.54,697.0,Business,13838.0,Surabaya,2017-02-07,No
668,36,56285.68,669.0,Savings,14492.57,Bandung,2021-11-21,No
669,26,56225.45,668.0,Business,23342.28,Medan,2023-10-08,Yes
670,44,64499.91,692.0,Business,10753.76,Makassar,2017-11-25,No
671,64,77400.15,728.0,Business,48057.87,Jakarta,2015-10-27,Yes
672,23,51986.28,657.0,Business,14473.86,Makassar,2017-12-25,No
673,55,80660.72,737.0,Checking,15932.33,Bandung,2021-09-20,No
674,25,46101.65,640.0,Checking,23298.52,Bandung,2018-04-14,Yes
675,50,83016.88,744.0,Savings,10198.77,Medan,2017-10-12,No
676,38,61397.02,683.0,Savings,28978.23,Surabaya,2016-11-04,Yes
677,63,61479.69,683.0,Savings,31902.98,Medan,2019-12-21,Yes
678,58,74632.84,720.0,Savings,17087.18,Makassar,2017-10-04,No
679,46,,,Business,8840.41,Jakarta,2022-04-22,No
680,29,58552.9,675.0,Checking,18630.78,Medan,2015-10-07,No
681,45,67903.15,701.0,Checking,10807.23,Surabaya,2021-08-20,No
682,38,67259.05,699.0,Savings,11426.42,Medan,2017-05-17,No
683,58,83979.39,746.0,Savings,21209.56,Bandung,2019-11-21,No
684,22,47215.73,643.0,Business,13092.01,Makassar,2017-11-10,No
685,64,94858.73,777.0,Business,39649.26,Makassar,2022-03-23,Yes
686,32,62605.65,686.0,Savings,31743.27,Makassar,2024-06-12,Yes
687,69,66188.04,696.0,Checking,30159.41,Makassar,2024-03-01,Yes
688,47,,,Checking,9278.19,Makassar,2020-10-30,No
689,39,61392.82,683.0,Checking,12478.19,Makassar,2019-08-16,No
690,47,76686.04,726.0,Savings,48102.2,Jakarta,2023-03-06,Yes
691,27,46806.3,642.0,Checking,20361.28,Surabaya,2021-10-30,No
692,60,82150.79,741.0,Business,51094.73,Makassar,2016-11-01,Yes
693,58,68383.61,703.0,Business,22082.98,Surabaya,2023-03-16,No
694,20,37977.57,617.0,Savings,17797.81,Makassar,2019-04-15,No
695,22,52808.4,659.0,Business,21873.14,Medan,2016-11-20,No
696,32,53386.23,660.0,Savings,15560.7,Makassar,2017-10-25,No
697,47,62976.72,687.0,Checking,24053.91,Bandung,2017-09-03,Yes
698,68,71811.45,712.0,Checking,28831.91,Jakarta,2020-03-10,Yes
699,44,65650.38,695.0,Checking,14473.45,Medan,2017-05-05,No
700,52,74906.02,721.0,Business,21648.31,Medan,2016-03-27,No
701,57,63929.86,690.0,Savings,36749.81,Bandung,2016-03-27,Yes
702,25,45512.3,638.0,Checking,29559.01,Makassar,2020-10-29,Yes
703,63,81080.41,738.0,Savings,25611.39,Jakarta,2022-05-05,Yes
704,64,99449.27,790.0,Checking,28261.83,Medan,2018-03-19,Yes
705,51,51613.41,656.0,Business,11206.21,Jakarta,2015-05-07,No
706,64,78675.52,732.0,Business,39895.94,Medan,2016-04-09,Yes
707,66,70391.96,708.0,Savings,20685.37,Makassar,2024-02-21,No
708,40,63616.17,689.0,Business,44063.72,Medan,2019-12-07,Yes
709,35,58623.14,675.0,Business,17317.91,Medan,2019-07-14,No
710,40,46269.83,641.0,Savings,15568.95,Surabaya,2015-05-19,No
711,30,58187.58,674.0,Checking,26882.69,Makassar,2022-04-13,Yes
712,56,72821.04,715.0,Business,42309.79,Bandung,2020-04-11,Yes
713,55,60914.14,682.0,Savings,23251.61,Bandung,2017-01-07,No
714,54,72444.17,714.0,Business,25615.8,Makassar,2016-02-06,Yes
715,38,49445.37,649.0,Business,34482.35,Bandung,2018-10-31,Yes
716,39,69747.82,706.0,Business,7413.93,Makassar,2023-05-14,No
717,37,64734.99,692.0,Business,41238.72,Bandung,2023-08-25,Yes
718,66,84685.95,748.0,Savings,16046.68,Surabaya,2021-01-09,No
719,60,73084.65,716.0,Savings,41771.91,Bandung,2022-04-09,Yes
720,68,99592.29,790.0,Savings,46883.96,Medan,2016-02-25,Yes
721,33,61959.67,685.0,Business,18904.41,Makassar,2020-11-16,No
722,34,56643.8,670.0,Business,35364.14,Jakarta,2021-08-31,Yes
723,50,71162.84,710.0,Business,7667.39,Jakarta,2017-01-02,No
724,20,51880.75,656.0,Savings,12244.6,Makassar,2023-10-18,No
725,22,47048.84,643.0,Business,20707.87,Surabaya,2016-12-12,No
726,35,62986.36,687.0,Checking,19584.06,Bandung,2018-02-18,No
727,42,62110.71,685.0,Business,28957.66,Surabaya,2021-03-15,Yes
728,30,40620.24,625.0,Checking,4649.64,Jakarta,2021-05-18,No
729,31,62734.61,687.0,Business,10657.07,Makassar,2021-12-27,No
730,29,50873.93,653.0,Savings,8966.92,Makassar,2016-02-13,No
731,51,63023.81,688.0,Business,13460.01,Surabaya,2023-06-28,No
732,35,58363.73,674.0,Checking,21921.35,Surabaya,2020-04-28,No
733,27,47215.51,643.0,Checking,26028.84,Bandung,2019-09-17,Yes
734,57,76033.64,724.0,Business,48914.21,Medan,2024-10-21,Yes
735,31,40095.95,623.0,Checking,24106.63,Medan,2022-05-26,Yes
736,43,56544.72,669.0,Checking,12334.25,Bandung,2016-03-06,No
737,47,77619.55,729.0,Savings,28307.1,Medan,2022-07-24,Yes
738,27,,,Business,12952.04,Jakarta,2015-12-14,No
739,47,70644.82,709.0,Business,18274.62,Medan,2015-04-11,No
740,55,64764.48,692.0,Business,26043.62,Bandung,2019-01-13,Yes
741,45,,,Checking,6655.76,Medan,2024-12-05,No
742,27,46140.38,640.0,Business,10654.03,Makassar,2016-09-30,No
743,69,72783.78,715.0,Business,48126.59,Surabaya,2021-09-21,Yes
744,47,75477.11,723.0,Savings,28656.38,Jakarta,2016-09-24,Yes
745,47,77541.45,728.0,Savings,28475.7,Makassar,2022-03-30,Yes
746,56,68882.58,704.0,Savings,7490.31,Makassar,2020-01-19,No
747,60,95021.43,777.0,Checking,23607.11,Bandung,2021-10-17,Yes
748,55,61836.13,684.0,Business,38324.52,Surabaya,2017-01-10,Yes
749,46,68298.43,702.0,Savings,13576.16,Surabaya,2022-06-14,No
750,36,47995.56,645.0,Savings,16754.05,Jakarta,2024-12-13,No
751,28,62930.63,687.0,Savings,6834.17,Bandung,2021-08-26,No
752,52,61433.09,683.0,Business,23774.68,Jakarta,2019-12-07,Yes
753,39,63534.61,689.0,Business,7154.8,Medan,2024-03-23,No
754,32,61960.41,685.0,Business,36666.05,Makassar,2015-02-27,Yes
755,47,49912.94,651.0,Checking,29693.82,Jakarta,2022-04-18,Yes
756,67,75410.29,722.0,Checking,43183.35,Makassar,2023-11-18,Yes
757,48,76622.0,726.0,Savings,20689.35,Bandung,2015-08-14,No
758,32,57099.18,671.0,Business,34393.25,Medan,2019-07-01,Yes
759,65,75051.25,721.0,Savings,31956.74,Bandung,2017-01-17,Yes
760,54,57158.85,671.0,Business,18535.75,Medan,2020-08-29,No
761,25,42961.08,631.0,Business,20415.02,Medan,2021-06-28,No
762,37,,,Business,6699.36,Makassar,2018-01-09,No
